,1,2,3,4,5,6,7,8,9,10,11,12
A,,,,,,,,,,,,
B,,0.508,0.386,0.459,0.492,0.352,0.394,0.384,0.478,0.499,0.4,
C,,0.448,0.345,0.452,0.463,0.387,0.439,0.393,0.468,0.502,0.513,
D,,0.498,0.351,0.434,0.502,0.463,0.516,0.454,0.464,0.526,0.496,
E,,0.228,0.277,0.188,0.188,0.191,0.198,0.198,0.197,0.179,0.19,
F,,0.157,0.288,0.188,0.192,0.194,0.214,0.207,0.203,0.184,0.189,
G,,0.224,0.283,0.194,0.197,0.196,0.214,0.213,0.203,0.189,0.192,
H,,,,,,,,,,,,
