"Estimate","Std. Error","t-value","p-value","2.5 %","97.5 %","coef","pop"
-1.27849548809069,6.31428349199222,-0.202476732270903,0.844598525316,-15.8392593314761,13.2822683552948,"GrowthRate","REF_C150"
0.20489402758978,0.0190314507172732,10.7660750950434,4.87922972074016e-06,0.161007423536813,0.248780631642746,"c","REF_C150"
1.10843720936476,20.3961508103103,0.0543454115275731,0.957992626143895,-45.9251709014585,48.142045320188,"d","REF_C150"
5.77794219408695,9.95736418122028,0.580268240563524,0.577707670962162,-17.1837807835409,28.7396651717147,"e","REF_C150"
-0.768929788537418,1.30662606503482,-0.588484960704444,0.572442554024108,-3.78201489767325,2.24415532059842,"GrowthRate","GSH1_C150"
0.201061767412031,0.0192926721108446,10.4216650890476,6.23072146150914e-06,0.156572785745285,0.245550749078776,"c","GSH1_C150"
1.60574301970005,7.63180692317532,0.210401420772836,0.838614399084867,-15.993235304222,19.2047213436221,"d","GSH1_C150"
6.54117433612519,4.29084796309098,1.52444793951943,0.165903731180153,-3.35353881029497,16.4358874825454,"e","GSH1_C150"
-0.741481161826329,1.00275712740668,-0.739442424851113,0.480770263589424,-3.05384324423158,1.57088092057892,"GrowthRate","C7_C150"
0.190603970914309,0.0144841494390471,13.159486631674,1.0584528316311e-06,0.157203462412952,0.224004479415667,"c","C7_C150"
1.50519536006357,6.09080960882652,0.247125662552694,0.811034808787003,-12.5402367846317,15.5506275047588,"d","C7_C150"
6.67191586795212,3.63512283710617,1.83540313957133,0.103774199204584,-1.71069242638981,15.054524162294,"e","C7_C150"
-0.900618620127175,2.01709815606122,-0.446492213292093,0.667080437719894,-5.55205530911705,3.7508180688627,"GrowthRate","C6_C150"
0.194164246858169,0.0166208878158616,11.6819419641876,2.63019508860057e-06,0.155836410824027,0.23249208289231,"c","C6_C150"
2.12911206336615,19.041197853279,0.111816077946981,0.913723872313854,-41.779968925536,46.0381930522683,"d","C6_C150"
6.45031509984065,5.72339792641714,1.12700797371931,0.292405674992496,-6.74786418589621,19.6484943855775,"e","C6_C150"
-0.923115202694365,1.66330969298782,-0.554986967602025,0.594076885480341,-4.75871423284944,2.91248382746071,"GrowthRate","C44_C150"
0.18635966779775,0.0142827408273381,13.0478925614224,1.12998764569635e-06,0.153423608387859,0.219295727207641,"c","C44_C150"
1.31125533129111,7.03322894852128,0.186437174289172,0.85674288993658,-14.9073997078366,17.5299103704188,"d","C44_C150"
6.26900695397572,4.01675856874368,1.56071290984672,0.157213675683149,-2.99365491566398,15.5316688236154,"e","C44_C150"
-0.873165644131066,1.59837005850156,-0.546285035487741,0.599769582435853,-4.55901360862218,2.81268232036005,"GrowthRate","C58_C150"
0.19103292868388,0.0186259015431333,10.256305083622,7.0245887002661e-06,0.148081522703509,0.233984334664251,"c","C58_C150"
1.73912043579204,9.82019265070698,0.177096366400392,0.863834278501794,-20.9062844252398,24.3845252968239,"d","C58_C150"
6.3417580186417,4.28903363253853,1.47859834218372,0.177506509923684,-3.54877127402189,16.2322873113053,"e","C58_C150"
-0.15095528034285,NA,NA,NA,NA,NA,"GrowthRate","C67_C150"
0.189121184910772,NA,NA,NA,NA,NA,"c","C67_C150"
1.35539633434915,2.71661642437529,0.498928123303544,0.631258075142937,-4.90913237402383,7.61992504272213,"d","C67_C150"
13.3841367134989,NA,NA,NA,NA,NA,"e","C67_C150"
0.000124990177171275,NA,NA,NA,NA,NA,"GrowthRate","C73_C150"
0.198806407334707,NA,NA,NA,NA,NA,"c","C73_C150"
0.421647284365184,NA,NA,NA,NA,NA,"d","C73_C150"
-9874.44899848203,NA,NA,NA,NA,NA,"e","C73_C150"
-0.519336863698675,0.826415277506776,-0.628421179803779,0.547245821362695,-2.4250539110252,1.38638018362785,"GrowthRate","C85_C150"
0.193101111385805,0.0210590123985648,9.16952360970952,1.61522852892496e-05,0.144538941711399,0.241663281060211,"c","C85_C150"
2.1221808003314,7.70242948566717,0.275520964428222,0.789898798009455,-15.6396534447356,19.8840150453984,"d","C85_C150"
7.45962747834032,5.34311085358436,1.39612066504967,0.200201299525372,-4.86160824487947,19.7808632015601,"e","C85_C150"
-0.00121020916702976,NA,NA,NA,NA,NA,"GrowthRate","C89_C150"
0.194030479513353,NA,NA,NA,NA,NA,"c","C89_C150"
0.42117323581334,NA,NA,NA,NA,NA,"d","C89_C150"
976.669213472227,NA,NA,NA,NA,NA,"e","C89_C150"
